"id","name","short_name","code","status","created_at","updated_at","service_url","agent_app_url","dark_background_logo_url","light_background_logo_url","logomark_url","egate_reentry_window_minutes","reentry_window_minutes","reentry_window_type","reports_deduping_window_minutes","partner_company_group_id","place_policy"
773,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-18 19:52:02.074","2025-09-18 23:08:13.758",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
774,"Empresa Test","TT","AR","DELETED","2025-09-18 19:58:05.942","2025-09-18 19:59:03.505",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
775,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-18 23:07:46.142","2025-09-19 12:25:40.709",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
776,"Empresa Test","TT","AR","DELETED","2025-09-18 23:13:55.675","2025-09-18 23:14:53.857",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
777,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-19 12:25:12.713","2025-09-19 12:55:15.485",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
778,"Empresa Test","TT","AR","DELETED","2025-09-19 12:30:51.556","2025-09-19 12:31:50.163",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
779,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-19 12:54:47.833","2025-09-19 13:58:33.922",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
780,"Empresa Test","TT","AR","DELETED","2025-09-19 13:00:59.446","2025-09-19 13:01:57.581",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
781,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-19 13:58:05.829","2025-09-19 16:16:24.275",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
782,"Empresa Test","TT","AR","DELETED","2025-09-19 14:04:17.283","2025-09-19 14:05:15.3",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
783,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-19 16:15:57.137","2025-09-19 17:27:42.845",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
784,"Empresa Test","TT","AR","DELETED","2025-09-19 16:22:05.41","2025-09-19 16:23:03.59",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
785,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-19 17:27:15.699","2025-09-19 18:49:28.304",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
786,"Empresa Test","TT","AR","DELETED","2025-09-19 17:33:25.67","2025-09-19 17:34:24.517",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
787,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-19 18:31:34.148","2025-09-19 18:53:37.11",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
788,"Empresa Test","TT","AR","DELETED","2025-09-19 18:37:46.143","2025-09-19 18:38:44.59",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
789,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-19 18:49:00.97","2025-09-19 18:53:39.679",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
790,"Empresa Test","TT","AR","DELETED","2025-09-19 18:55:09.086","2025-09-19 18:56:06.938",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
791,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-19 19:08:48.926","2025-09-19 19:09:17.21",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
792,"Empresa Test","TT","AR","DELETED","2025-09-19 19:15:06.943","2025-09-19 19:16:05.088",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
793,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-19 20:22:54.679","2025-09-19 20:23:22.924",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
794,"Empresa Test","TT","AR","DELETED","2025-09-19 20:29:08.861","2025-09-19 20:30:07.138",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
795,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-19 20:49:54.159","2025-09-19 20:50:22.427",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
796,"Empresa Test","TT","AR","DELETED","2025-09-19 20:55:18.851","2025-09-19 20:56:17.545",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
797,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-19 23:06:43.048","2025-09-19 23:07:11.149",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
798,"Empresa Test","TT","AR","DELETED","2025-09-19 23:12:52.951","2025-09-19 23:13:51.033",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
799,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-20 23:06:54.614","2025-09-20 23:07:21.886",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
800,"Empresa Test","TT","AR","DELETED","2025-09-20 23:13:06.295","2025-09-20 23:14:04.35",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
801,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-21 00:20:02.601","2025-09-21 00:20:30.859",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
802,"Empresa Test","TT","AR","DELETED","2025-09-21 00:25:29.54","2025-09-21 00:26:27.956",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
803,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-21 00:33:02.061","2025-09-21 00:33:30.029",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
804,"Empresa Test","TT","AR","DELETED","2025-09-21 00:39:15.502","2025-09-21 00:40:13.457",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
805,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-21 00:44:28.43","2025-09-21 00:44:56.811",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
806,"Empresa Test","TT","AR","ACTIVE","2025-09-21 00:49:58.362","2025-09-21 00:50:39.757",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
807,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-21 23:04:09.402","2025-09-21 23:04:37.935",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
808,"Empresa Test","TT","AR","DELETED","2025-09-21 23:10:23.687","2025-09-21 23:11:21.666",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
809,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-22 00:25:15.336","2025-09-22 00:25:43.376",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
810,"Empresa Test","TT","AR","DELETED","2025-09-22 00:31:40.279","2025-09-22 00:32:38.973",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
811,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-22 00:51:54.274","2025-09-22 00:52:21.015",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
812,"Empresa Test","TT","AR","DELETED","2025-09-22 00:57:14.18","2025-09-22 00:58:11.616",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
813,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-22 12:12:11.139","2025-09-22 12:12:38.573",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
814,"Empresa Test","TT","AR","DELETED","2025-09-22 12:18:21.926","2025-09-22 12:19:19.924",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
815,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-22 12:26:26.366","2025-09-22 12:26:53.731",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
816,"Empresa Test","TT","AR","DELETED","2025-09-22 12:32:28.74","2025-09-22 12:33:26.138",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
817,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-22 12:48:07.175","2025-09-22 12:48:34.015",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
818,"Empresa Test","TT","AR","DELETED","2025-09-22 12:54:13.442","2025-09-22 12:55:11.268",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
819,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-22 14:05:26.347","2025-09-22 14:05:53.966",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
820,"Empresa Test","TT","AR","DELETED","2025-09-22 14:11:33.232","2025-09-22 14:12:30.815",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
821,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-22 14:28:08.596","2025-09-22 14:28:36.923",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
822,"Empresa Test","TT","AR","DELETED","2025-09-22 14:34:19.121","2025-09-22 14:35:16.945",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
823,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-22 14:54:35.965","2025-09-22 14:55:03.109",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
824,"Empresa Test","TT","AR","DELETED","2025-09-22 15:00:38.36","2025-09-22 15:01:35.621",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
825,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-22 17:19:17.595","2025-09-22 17:19:44.828",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
826,"Empresa Test","TT","AR","DELETED","2025-09-22 17:25:23.17","2025-09-22 17:26:21.104",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
827,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-22 17:47:44.132","2025-09-22 17:48:12.866",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
828,"Empresa Test","TT","AR","DELETED","2025-09-22 17:53:15.557","2025-09-22 17:54:14.459",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
829,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-22 18:15:12.61","2025-09-22 18:15:41.185",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
830,"Empresa Test","TT","AR","DELETED","2025-09-22 18:21:30.422","2025-09-22 18:22:29.003",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
831,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-22 18:35:20.261","2025-09-22 18:35:48.843",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
832,"Empresa Test","TT","AR","DELETED","2025-09-22 18:41:45.543","2025-09-22 18:42:44.471",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
833,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-22 23:04:16.781","2025-09-22 23:04:43.651",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
834,"Empresa Test","TT","AR","DELETED","2025-09-22 23:10:26.761","2025-09-22 23:11:25.013",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
835,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-23 23:04:15.38","2025-09-23 23:04:42.612",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
836,"Empresa Test","TT","AR","DELETED","2025-09-23 23:10:21.728","2025-09-23 23:11:19.447",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
837,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-24 17:58:01.611","2025-09-24 17:58:29.896",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
838,"Empresa Test","TT","AR","DELETED","2025-09-24 18:04:21.603","2025-09-24 18:05:19.89",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
839,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-24 18:16:12.08","2025-09-24 18:16:40.165",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
840,"Empresa Test","TT","AR","DELETED","2025-09-24 18:22:35.287","2025-09-24 18:23:33.858",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
841,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-24 18:28:20.237","2025-09-24 18:28:49.391",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
842,"Empresa Test","TT","AR","DELETED","2025-09-24 18:33:50.823","2025-09-24 18:34:48.587",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
843,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-26 00:03:25.018","2025-09-26 00:03:52.311",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
844,"Empresa Test","TT","AR","DELETED","2025-09-26 00:09:43.159","2025-09-26 00:10:40.876",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
845,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-26 02:08:27.625","2025-09-26 02:08:55.551",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
846,"Empresa Test","TT","AR","DELETED","2025-09-26 02:14:44.96","2025-09-26 02:15:43.312",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
847,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-26 12:44:27.659","2025-09-26 12:44:54.853",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
848,"Empresa Test","TT","AR","DELETED","2025-09-26 12:50:38.106","2025-09-26 12:51:35.91",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
849,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-26 23:05:30.733","2025-09-26 23:05:58.748",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
850,"Empresa Test","TT","AR","DELETED","2025-09-26 23:11:55.432","2025-09-26 23:12:54.219",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
851,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-27 23:05:23.21","2025-09-27 23:05:50.556",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
852,"Empresa Test","TT","AR","DELETED","2025-09-27 23:11:31.38","2025-09-27 23:12:29.404",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
853,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-28 23:06:16.235","2025-09-28 23:06:45.229",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
854,"Empresa Test","TT","AR","DELETED","2025-09-28 23:12:46.464","2025-09-28 23:13:45.316",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
855,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-29 23:05:19.799","2025-09-29 23:05:46.279",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
856,"Empresa Test","TT","AR","DELETED","2025-09-29 23:11:25.226","2025-09-29 23:12:23.057",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
857,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-09-30 23:05:19.33","2025-09-30 23:05:45.651",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
858,"Empresa Test","TT","AR","DELETED","2025-09-30 23:11:26.215","2025-09-30 23:12:23.698",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
859,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-10-01 23:05:19.867","2025-10-01 23:05:47.717",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
860,"Empresa Test","TT","AR","DELETED","2025-10-01 23:10:49.146","2025-10-01 23:11:47.183",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
861,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-10-02 23:05:17.225","2025-10-02 23:05:44.377",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
862,"Empresa Test","TT","AR","DELETED","2025-10-02 23:10:48.393","2025-10-02 23:11:47.265",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
863,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-10-03 23:05:36.931","2025-10-03 23:06:05.097",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
864,"Empresa Test","TT","AR","DELETED","2025-10-03 23:11:10.188","2025-10-03 23:12:08.551",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
865,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-10-04 23:05:39.052","2025-10-04 23:06:06.342",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
866,"Empresa Test","TT","AR","DELETED","2025-10-04 23:11:05.583","2025-10-04 23:12:03.732",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
867,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-10-05 23:05:11.561","2025-10-05 23:05:39.899",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
868,"Empresa Test","TT","AR","DELETED","2025-10-05 23:10:52.34","2025-10-05 23:11:51.168",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
869,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-10-06 17:19:30.57","2025-10-06 17:19:58.492",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
870,"Empresa Test","TT","AR","DELETED","2025-10-06 17:25:07.87","2025-10-06 17:26:06.288",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
871,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-10-06 17:54:17.509","2025-10-06 17:54:45.172",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
872,"Empresa Test","TT","AR","DELETED","2025-10-06 18:00:34.3","2025-10-06 18:01:32.146",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
873,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-10-06 23:05:53.187","2025-10-06 23:06:20.423",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
874,"Empresa Test","TT","AR","DELETED","2025-10-06 23:12:06.625","2025-10-06 23:13:04.226",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
875,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-10-07 23:05:50.683","2025-10-07 23:06:17.997",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
876,"Empresa Test","TT","AR","DELETED","2025-10-07 23:11:17.795","2025-10-07 23:12:15.667",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
877,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-10-08 23:05:56.583","2025-10-08 23:06:23.461",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
878,"Empresa Test","TT","AR","DELETED","2025-10-08 23:12:13.341","2025-10-08 23:13:11.175",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
879,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-10-09 16:14:31.979","2025-10-09 16:14:59.179",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
880,"Empresa Test","TT","AR","DELETED","2025-10-09 16:20:44.346","2025-10-09 16:21:41.899",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
881,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-10-09 16:34:10.793","2025-10-09 16:34:38.601",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
882,"Empresa Test","TT","AR","DELETED","2025-10-09 16:40:25.331","2025-10-09 16:41:23.446",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
883,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-10-09 16:49:20.749","2025-10-09 16:49:49.322",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
884,"Empresa Test","TT","AR","DELETED","2025-10-09 16:54:58.103","2025-10-09 16:55:56.618",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
885,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-10-09 17:32:35.889","2025-10-09 17:33:03.738",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
